inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,7.820169,72.594441
ST,418,0.046354,0.430304
MM,0,0,0
MV,10878,9.629582,89.391177
MISC,4545,0.384711,3.571264
SYS,418,0.000581,0.005389
TOTAL,122197,10.772408,100
