inst_type,inst_cnt,part_time,part_time_ratio
LD,97746,7.577493,72.381228
ST,418,0.044225,0.422446
MM,0,0,0
MV,9854,9.447538,90.244144
MISC,4545,0.361956,3.457448
SYS,418,0.000581,0.005546
TOTAL,112981,10.468865,100
