inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.408765,72.366537
ST,418,0.055401,0.476788
MM,0,0,0
MV,11902,10.107449,86.985552
MISC,4545,0.481422,4.143160
SYS,418,0.000581,0.004996
TOTAL,131413,11.619687,100
