inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,8.192698,72.131712
ST,418,0.053805,0.473717
MM,0,0,0
MV,10878,9.948160,87.587481
MISC,4545,0.464356,4.088367
SYS,418,0.000581,0.005111
TOTAL,122197,11.357970,100
