inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,8.059652,72.291392
ST,418,0.051144,0.458736
MM,0,0,0
MV,10878,9.834382,88.209908
MISC,4545,0.435911,3.909923
SYS,418,0.000581,0.005207
TOTAL,122197,11.148841,100
