inst_type,inst_cnt,part_time,part_time_ratio
LD,89554,7.091077,72.471572
ST,418,0.037307,0.381281
MM,0,0,0
MV,8830,9.060693,92.601267
MISC,4545,0.288000,2.943391
SYS,418,0.000581,0.005933
TOTAL,103765,9.784632,100
