inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,7.939911,72.440315
ST,418,0.048749,0.444764
MM,0,0,0
MV,10878,9.731982,88.790400
MISC,4545,0.410311,3.743501
SYS,418,0.000581,0.005297
TOTAL,122197,10.960624,100
