inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.568420,72.181608
ST,418,0.058594,0.493607
MM,0,0,0
MV,11902,10.243982,86.296781
MISC,4545,0.515556,4.343114
SYS,418,0.000581,0.004891
TOTAL,131413,11.870642,100
