inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,7.979825,72.390109
ST,418,0.049547,0.449474
MM,0,0,0
MV,10878,9.766116,88.594700
MISC,4545,0.418844,3.799607
SYS,418,0.000581,0.005267
TOTAL,122197,11.023363,100
