inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,8.086261,72.258979
ST,418,0.051676,0.461777
MM,0,0,0
MV,10878,9.857138,88.083561
MISC,4545,0.441600,3.946146
SYS,418,0.000581,0.005188
TOTAL,122197,11.190667,100
