inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,7.926606,72.457178
ST,418,0.048483,0.443182
MM,0,0,0
MV,10878,9.720604,88.856132
MISC,4545,0.407467,3.724656
SYS,418,0.000581,0.005307
TOTAL,122197,10.939711,100
