inst_type,inst_cnt,part_time,part_time_ratio
LD,89554,7.020828,72.499632
ST,418,0.036243,0.374254
MM,0,0,0
MV,8830,9.015182,93.094055
MISC,4545,0.276622,2.856502
SYS,418,0.000581,0.005995
TOTAL,103765,9.683951,100
