inst_type,inst_cnt,part_time,part_time_ratio
LD,97746,7.537579,72.434056
ST,418,0.043427,0.417322
MM,0,0,0
MV,9854,9.413404,90.460216
MISC,4545,0.353422,3.396290
SYS,418,0.000581,0.005579
TOTAL,112981,10.406126,100
