inst_type,inst_cnt,part_time,part_time_ratio
LD,89554,6.739835,72.284548
ST,418,0.031985,0.343039
MM,0,0,0
MV,8830,8.833138,94.735162
MISC,4545,0.231111,2.478660
SYS,418,0.000581,0.006226
TOTAL,103765,9.324033,100
