inst_type,inst_cnt,part_time,part_time_ratio
LD,89554,6.757397,72.309685
ST,418,0.032251,0.345114
MM,0,0,0
MV,8830,8.844516,94.643561
MISC,4545,0.233956,2.503516
SYS,418,0.000581,0.006212
TOTAL,103765,9.345079,100
