inst_type,inst_cnt,part_time,part_time_ratio
LD,89554,6.845208,72.433692
ST,418,0.033582,0.355350
MM,0,0,0
MV,8830,8.901404,94.191677
MISC,4545,0.248178,2.626134
SYS,418,0.000581,0.006143
TOTAL,103765,9.450309,100
