inst_type,inst_cnt,part_time,part_time_ratio
LD,97746,7.564189,72.398767
ST,418,0.043959,0.420745
MM,0,0,0
MV,9854,9.436160,90.315879
MISC,4545,0.359111,3.437143
SYS,418,0.000581,0.005557
TOTAL,112981,10.447952,100
