inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,8.206003,72.116067
ST,418,0.054071,0.475185
MM,0,0,0
MV,10878,9.959538,87.526497
MISC,4545,0.467200,4.105851
SYS,418,0.000581,0.005102
TOTAL,122197,11.378883,100
