inst_type,inst_cnt,part_time,part_time_ratio
LD,97746,7.484361,72.505492
ST,418,0.042363,0.410393
MM,0,0,0
MV,9854,9.367893,90.752398
MISC,4545,0.342044,3.313590
SYS,418,0.000581,0.005624
TOTAL,112981,10.322475,100
