inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,7.913302,72.474106
ST,418,0.048217,0.441594
MM,0,0,0
MV,10878,9.709227,88.922116
MISC,4545,0.404622,3.705739
SYS,418,0.000581,0.005317
TOTAL,122197,10.918799,100
