inst_type,inst_cnt,part_time,part_time_ratio
LD,97746,7.417838,72.596431
ST,418,0.041032,0.401572
MM,0,0,0
MV,9854,9.311004,91.124354
MISC,4545,0.327822,3.208310
SYS,418,0.000581,0.005682
TOTAL,112981,10.217910,100
