inst_type,inst_cnt,part_time,part_time_ratio
LD,89554,6.792521,72.359622
ST,418,0.032783,0.349236
MM,0,0,0
MV,8830,8.867271,94.461592
MISC,4545,0.239644,2.552893
SYS,418,0.000581,0.006185
TOTAL,103765,9.387171,100
