inst_type,inst_cnt,part_time,part_time_ratio
LD,114130,8.794599,71.932620
ST,418,0.063118,0.516253
MM,0,0,0
MV,11902,10.437404,85.369425
MISC,4545,0.563911,4.612331
SYS,418,0.000581,0.004748
TOTAL,131413,12.226162,100
