inst_type,inst_cnt,part_time,part_time_ratio
LD,105938,8.099566,72.242863
ST,418,0.051942,0.463289
MM,0,0,0
MV,10878,9.868516,88.020742
MISC,4545,0.444444,3.964155
SYS,418,0.000581,0.005178
TOTAL,122197,11.211580,100
